Sublanço,Hora,Probabilidade incidência
Albergaria (A1/IP5) - Estarreja,15,0.115068493
Pegões - Santo Estevão,9,0.019178082
Sta Iria da Azóia - Alverca (A1/A9),9,0.115068493
Borba - Elvas Poente,15,0.049315068
A2/A6/A13 - Vendas Novas,12,0.079452055
Penalva - Stº Antonio da Charneca,11,0.043835616
Estádio Nacional - Oeiras,7,0.098630137
Penafiel - Castelões (A4/IP9),11,0.104109589
Évora Poente - Évora Nascente,14,0.04109589
Penalva - Moita,10,0.043835616
Quiaios - Tocha,14,0.065753425
Quiaios - Tocha,9,0.063013699
Cartaxo - Santarém,9,0.112328767
Almodôvar - S.B. Messines,10,0.131506849
Aveiras de Cima - Cartaxo,15,0.112328767
Aveiro Sul - Albergaria (A1/IP5),12,0.161643836
Santo Tirso - Famalicão,10,0.115068493
A2/A6/A13 - Pegões,14,0.019178082
Famalicão - Cruz,13,0.115068493
Estádio Nacional - Queluz,9,0.106849315
Cartaxo - Santarém,12,0.106849315
São João da Talha - Sta Iria da Azóia,13,0.106849315
Linda-a-Velha - Estádio Nacional,20,0.098630137
Sta Iria da Azóia - Alverca (A1/A9),14,0.106849315
Coimbra Norte (A1/A14) - Mealhada,13,0.161643836
Moita - Sarilhos,23,0.035616438
Sta Iria da Azóia - Alverca (A1/A9),20,0.095890411
Quiaios - Tocha,17,0.057534247
Aveiras de Cima - Cartaxo,21,0.095890411
Cruz das Oliveiras - Monsanto,11,0.098630137
Vila Franca de Xira I - PLLN,20,0.090410959
Estremoz - Borba,16,0.043835616
EN 335 - Ançã,19,0.057534247
Medas - A32/A41,17,0.057534247
Coina - Palmela,20,0.115068493
Vila Franca de Xira I - PLLN,18,0.087671233
Miraflores (A5/IC17) - Linda-a-Velha,16,0.095890411
Vila Franca de Xira II - Vila Franca de Xira I,16,0.087671233
Grândola Norte - Grândola Sul,18,0.128767123
A4/A41 - Baltar,19,0.150684932
Carvalhos - Jaca,18,0.104109589
S.B. Messines - Paderne (A22),20,0.02739726
S.B. Messines - Paderne (A22),21,0.049315068
Coimbra Sul - Coimbra Norte (A1/A14),19,0.098630137
Aljustrel - Castro Verde,22,0.076712329
Coina - Palmela,21,0.115068493
Penafiel - Castelões (A4/IP9),22,0.032876712
Vila Franca de Xira II - Vila Franca de Xira I,18,0.087671233
Almodôvar - S.B. Messines,23,0.079452055
Estarreja - Feira,23,0.101369863
Paredes - Guilhufe,23,0.005479452
Estremoz - Borba,0,0.010958904
Viaduto Duarte Pacheco - Cruz das Oliveiras,22,0.095890411
Mealhada - Aveiro Sul,3,0.054794521
A32/A41 - Olival,6,0.019178082
A10/A9 - Arruda dos Vinhos,7,0.052054795
Vila Franca de Xira I - PLLN,0,0.049315068
Vila Franca de Xira II - Vila Franca de Xira I,7,0.049315068
Penalva - Moita,0,0.030136986
Albergaria (A1/IP5) - Estarreja,7,0.065753425
Guetim - Espinho,7,0.019178082
Sandim - Argoncilhe,1,0.019178082
Miraflores (A5/IC17) - Linda-a-Velha,9,0.093150685
Montemor-o-Novo Poente - Montemor-o-Novo Nascente,7,0.019178082
Guetim - Espinho,1,0.019178082
Guilhufe - Penafiel,7,0.038356164
Penalva - Stº Antonio da Charneca,8,0.043835616
Marinha Ondas - A17/14 Figueira da Foz,12,0.063013699
Gião/Louredo - Canedo,8,0.049315068
Montemor-o-Velho - EN 335,9,0.063013699
Estádio Nacional - Queluz,8,0.095890411
Vila Franca de Xira I - PLLN,14,0.106849315
Pegões - Santo Estevão,8,0.065753425
Fogueteiro - Coina,12,0.093150685
Cruz - Braga Sul,10,0.112328767
Castelões (A4/IP9) - Amarante Poente,15,0.101369863
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),8,0.04109589
Coimbra Norte (A1/A14) - Mealhada,10,0.150684932
Cruz - Braga Sul,9,0.104109589
Almada (IC20/A2) - Hospital,8,0.04109589
Quiaios - Tocha,8,0.060273973
Bucelas (Zambujal) - A9/A10,15,0.090410959
Bucelas (Zambujal) - A9/A10,13,0.079452055
Linda-a-Velha - Estádio Nacional,13,0.093150685
Castro Verde - Almodôvar,11,0.131506849
Famalicão - Cruz,12,0.101369863
Sta Iria da Azóia - Alverca (A1/A9),12,0.106849315
Valongo - Campo,8,0.101369863
Vila Franca de Xira II - Vila Franca de Xira I,14,0.101369863
Estádio Nacional - Oeiras,18,0.093150685
Coimbra Norte (A1/A14) - Mealhada,15,0.136986301
São João da Talha - Sta Iria da Azóia,8,0.101369863
Ponte de Lima Norte - EN 303,12,0.098630137
Almada (IC20/A2) - Hospital,10,0.038356164
EN 227 - Feira/Mansores,10,0.046575342
Alverca (A1/A9) - Vila Franca de Xira II,12,0.101369863
A14/A17 - Santa Eulália,12,0.054794521
Viaduto Duarte Pacheco - Cruz das Oliveiras,12,0.093150685
Queluz - A9/A16,8,0.076712329
Águas Santas (A4/A3) - Ermesinde,14,0.098630137
Vendas Novas - Montemor-o-Novo Poente,14,0.079452055
Linda-a-Velha - Estádio Nacional,16,0.093150685
Famalicão - Cruz,11,0.095890411
Coimbra Norte (A1/A14) - Mealhada,11,0.131506849
Almodôvar - S.B. Messines,13,0.123287671
Carvalhos - Jaca,10,0.115068493
Porto(VCI) - N12,10,0.087671233
Guetim - Espinho,8,0.046575342
A4/A41 - Baltar,14,0.093150685
A9/A16 - Radial da Pontinha,8,0.076712329
Medas - A32/A41,14,0.046575342
EN 201 - Ponte de Lima Sul,15,0.084931507
São João da Talha - Sta Iria da Azóia,11,0.098630137
Fogueteiro - Coina,8,0.090410959
Santo Tirso - Famalicão,13,0.082191781
Almodôvar - S.B. Messines,8,0.117808219
Medas - A32/A41,12,0.046575342
Medas - A32/A41,9,0.046575342
A4/A41 - Baltar,13,0.093150685
A33/A12 - Alcochete,19,0.035616438
Paredes - Guilhufe,16,0.049315068
Vila Franca de Xira II - Vila Franca de Xira I,19,0.087671233
Queimada - Belverde,17,0.035616438
Quiaios - Tocha,20,0.052054795
Feiteira - Carvalhos,17,0.101369863
Sandim - Argoncilhe,16,0.052054795
Évora Poente - Évora Nascente,17,0.043835616
Estádio Nacional - Queluz,18,0.049315068
Hospital - Casas Velhas (Universidade),18,0.035616438
Elvas Nascente - Caia,17,0.043835616
Monte Redondo - Guia,16,0.049315068
Cartaxo - Santarém,16,0.087671233
A32/A41 - Olival,18,0.052054795
Alverca (A1/A9) - Vila Franca de Xira II,21,0.084931507
Alcácer do Sal - Grândola Norte,17,0.126027397
Leiria Norte - Monte Real,18,0.049315068
Almodôvar - S.B. Messines,19,0.232876712
Aveiro Sul - Albergaria (A1/IP5),16,0.095890411
A8/A17 - Leiria Norte,16,0.046575342
Águas Santas (A4/A3) - Ermesinde,19,0.15890411
Almada (IC20/A2) - Hospital,20,0.032876712
Estádio Nacional - Oeiras,20,0.090410959
Olival - A32/A1,18,0.052054795
ZIC - Aguiar de Sousa,16,0.052054795
A41/A43 - Medas,19,0.049315068
Águas Santas (A4/A3) - Ermesinde,20,0.093150685
Grândola Sul - Aljustrel,20,0.109589041
ZIC - Aguiar de Sousa,18,0.046575342
Fogueteiro - Coina,21,0.112328767
Cruz - Braga Sul,19,0.098630137
Estarreja - Feira,21,0.093150685
Vila Franca de Xira I - PLLN,19,0.079452055
Espinho (IC24) - Feiteira,19,0.093150685
Montemor-o-Novo Nascente - Évora Poente,16,0.073972603
Mealhada - Aveiro Sul,22,0.090410959
Linda-a-Velha - Estádio Nacional,12,0.090410959
Valongo - Campo,0,0.038356164
Albergaria (A1/IP5) - Estarreja,2,0.065753425
Braga Oeste - EN 201,5,0.049315068
Carregado - Aveiras de Cima,4,0.04109589
Águas Santas (A3/A4) - Maia,0,0.046575342
Estoril - Alcabideche (A5/A16),18,0.090410959
Alverca (A1/A9) - Vila Franca de Xira II,1,0.04109589
A4/A41 - Baltar,7,0.038356164
Cruz das Oliveiras - Monsanto,15,0.087671233
Moita - Sarilhos,7,0.030136986
Sandim - Argoncilhe,5,0.016438356
Baltar - Paredes,1,0.035616438
Miraflores (A5/IC17) - Linda-a-Velha,13,0.087671233
A32/A41 - Olival,10,0.043835616
Penalva - Stº Antonio da Charneca,9,0.038356164
Estádio Nacional - Oeiras,12,0.084931507
Tocha - Mira Nó,11,0.052054795
Borba - Elvas Poente,14,0.04109589
Vila Franca de Xira I - PLLN,10,0.098630137
Cartaxo - Santarém,14,0.093150685
A41/A43 - Medas,10,0.043835616
Vila Franca de Xira I - PLLN,15,0.093150685
Grândola Sul - Aljustrel,15,0.126027397
A10/A9 - Arruda dos Vinhos,15,0.093150685
Coimbra Norte (A1/A14) - Mealhada,8,0.131506849
A2/A12 - Marateca,13,0.087671233
Radial da Pontinha - Radial de Odivelas,15,0.071232877
Radial de Odivelas - A8/A9,14,0.065753425
Coimbra Norte (A1/A14) - Mealhada,14,0.109589041
Valongo - Campo,15,0.090410959
Cruz - Braga Sul,12,0.082191781
A33/A12 - Alcochete,15,0.038356164
Miraflores (A5/IC17) - Linda-a-Velha,10,0.084931507
Radial de Odivelas - A8/A9,9,0.065753425
Alcácer do Sal - Grândola Norte,8,0.120547945
N12 - Águas Santas (A3/A4),8,0.079452055
Fogueteiro - Coina,11,0.084931507
Feiteira - Carvalhos,11,0.112328767
A2/A6/A13 - Alcácer do Sal,8,0.120547945
Queluz - A9/A16,10,0.065753425
Espinho (IC24) - Feiteira,8,0.109589041
Aveiro Sul - Albergaria (A1/IP5),15,0.109589041
Grândola Sul - Aljustrel,8,0.120547945
Feiteira - Carvalhos,10,0.106849315
A41/A43 - Medas,11,0.04109589
Estádio Nacional - Oeiras,22,0.082191781
Penafiel - Castelões (A4/IP9),16,0.109589041
A12/A2 - Setúbal,16,0.098630137
Sarilhos - Montijo,16,0.032876712
N12 - Águas Santas (A3/A4),17,0.095890411
A10/A9 - Arruda dos Vinhos,18,0.079452055
Queimada - Belverde,16,0.032876712
Famalicão - Cruz,20,0.093150685
A2/A6/A13 - Vendas Novas,18,0.073972603
Aguiar de Sousa - A41/A43,20,0.046575342
Almada - Fogueteiro,20,0.095890411
Aguiar de Sousa - A41/A43,17,0.046575342
Espinho (IC24) - Feiteira,17,0.084931507
Évora Poente - Évora Nascente,16,0.038356164
Miraflores (A5/IC17) - Linda-a-Velha,11,0.082191781
Monte Real - Monte Redondo,18,0.043835616
Bucelas (Zambujal) - A9/A10,21,0.049315068
A2/A12 - Marateca,18,0.095890411
Salvaterra de Magos - EN118,17,0.063013699
Coimbra Norte (A1/A14) - Mealhada,17,0.090410959
Grândola Sul - Aljustrel,0,0.057534247
Espinho (IC24) - Feiteira,7,0.063013699
Feira - Espinho (IC24),1,0.054794521
Carregado - Aveiras de Cima,1,0.04109589
Ponte de Lima Norte - EN 303,6,0.046575342
A8/A9 - Bucelas (Zambujal),7,0.021917808
Feira - Espinho (IC24),6,0.054794521
Aveiras de Cima - Cartaxo,6,0.038356164
Bucelas (Zambujal) - A9/A10,7,0.032876712
Espinho (IC24) - Feiteira,11,0.106849315
Águas Santas (A4/A3) - Ermesinde,11,0.090410959
Cartaxo - Santarém,13,0.090410959
Ermesinde - Valongo,14,0.090410959
Penalva - Moita,13,0.035616438
Cruz das Oliveiras - Monsanto,13,0.082191781
Grândola Sul - Aljustrel,9,0.120547945
A2/A12 - Marateca,8,0.082191781
Canedo - A32/A41,11,0.04109589
Alcácer do Sal - Grândola Norte,10,0.117808219
Viaduto Duarte Pacheco - Cruz das Oliveiras,21,0.082191781
Sacavém - São João da Talha,15,0.090410959
Vila Franca de Xira I - PLLN,9,0.090410959
Valongo - Campo,12,0.090410959
Gião/Louredo - Canedo,13,0.04109589
Almada - Fogueteiro,14,0.082191781
A2/A12 - Marateca,10,0.079452055
Vila Franca de Xira II - Vila Franca de Xira I,15,0.087671233
Borba - Elvas Poente,12,0.038356164
Castro Verde - Almodôvar,12,0.109589041
Castro Verde - Almodôvar,15,0.104109589
Famalicão - Cruz,8,0.079452055
N12 - Águas Santas (A3/A4),14,0.079452055
Aljustrel - Castro Verde,14,0.101369863
Carcavelos - Estoril,7,0.082191781
Coimbra Sul - Coimbra Norte (A1/A14),9,0.109589041
Montijo - A33/A12,8,0.035616438
N12 - Águas Santas (A3/A4),12,0.079452055
A4/A41 - Baltar,12,0.090410959
Linda-a-Velha - Estádio Nacional,14,0.079452055
Queluz - A9/A16,9,0.065753425
Penalva - Stº Antonio da Charneca,10,0.035616438
A17/14 Figueira da Foz - Quiaios,15,0.052054795
Coimbra Sul - Coimbra Norte (A1/A14),11,0.106849315
Cruz - Braga Sul,15,0.076712329
Grândola Norte - Grândola Sul,16,0.104109589
Laranjeiras - Coina com EN10 ,16,0.032876712
A10/A1 - Benavente,16,0.079452055
Braga Oeste - EN 201,21,0.090410959
Carcavelos - Estoril,8,0.079452055
Feira/Mansores - Gião/Louredo,18,0.043835616
Estádio Nacional - Queluz,16,0.046575342
A33/A12 - Alcochete,16,0.032876712
Vila Franca de Xira I - PLLN,16,0.076712329
Coina - Penalva,19,0.032876712
A17/14 Figueira da Foz - Quiaios,20,0.043835616
Almada (IC20/A2) - Hospital,21,0.032876712
Penalva - Moita,21,0.030136986
Quiaios - Tocha,19,0.04109589
Valongo - Campo,18,0.123287671
Viaduto Duarte Pacheco - Cruz das Oliveiras,8,0.079452055
Grândola Sul - Aljustrel,22,0.095890411
Aguiar de Sousa - A41/A43,21,0.043835616
Valongo - Campo,19,0.079452055
Quiaios - Tocha,21,0.04109589
Penalva - Moita,17,0.030136986
São João da Talha - Sta Iria da Azóia,17,0.076712329
Oeiras - Carcavelos,21,0.079452055
Miraflores (A5/IC17) - Linda-a-Velha,15,0.076712329
Canedo - A32/A41,17,0.04109589
Monsanto - Miraflores (A5/IC17),19,0.076712329
Louriçal - Marinha Ondas,17,0.04109589
Cartaxo - Santarém,19,0.073972603
Vila Franca de Xira II - Vila Franca de Xira I,20,0.071232877
Carcavelos - Estoril,20,0.076712329
Águas Santas (A4/A3) - Ermesinde,21,0.060273973
Ermesinde - Valongo,21,0.076712329
Cruz das Oliveiras - Monsanto,14,0.073972603
Pinhal Novo - A12/A2,16,0.093150685
Valongo - Campo,23,0.038356164
Almada (IC20/A2) - Hospital,7,0.02739726
Almada - Fogueteiro,0,0.063013699
Aveiro Sul - Albergaria (A1/IP5),1,0.049315068
Aljustrel - Castro Verde,0,0.052054795
Alverca (A1/A9) - Vila Franca de Xira II,0,0.038356164
A2/A6/A13 - Vendas Novas,6,0.01369863
Alcácer do Sal - Grândola Norte,7,0.052054795
Albergaria (A1/IP5) - Estarreja,6,0.054794521
Viaduto Duarte Pacheco - Cruz das Oliveiras,0,0.073972603
Montijo (A12/A33) - Pinhal Novo,7,0.057534247
Alcácer do Sal - Grândola Norte,13,0.109589041
A9/A16 - Radial da Pontinha,11,0.063013699
Cruz das Oliveiras - Monsanto,7,0.073972603
Castelões (A4/IP9) - Amarante Poente,13,0.090410959
Albergaria (A1/IP5) - Estarreja,12,0.104109589
Alcácer do Sal - Grândola Norte,14,0.109589041
Penalva - Moita,12,0.035616438
Cruz - Braga Sul,13,0.076712329
Vila Franca de Xira I - PLLN,12,0.087671233
Carcavelos - Estoril,11,0.073972603
Marinha Ondas - A17/14 Figueira da Foz,8,0.052054795
A41/A43 - Medas,9,0.038356164
Almada (IC20/A2) - Hospital,14,0.035616438
Feira/Mansores - Gião/Louredo,11,0.038356164
Vendas Novas - Montemor-o-Novo Poente,13,0.076712329
Vila Franca de Xira I - PLLN,11,0.087671233
Marinha Ondas - A17/14 Figueira da Foz,11,0.052054795
Alverca (A1/A9) - Vila Franca de Xira II,8,0.087671233
A2/A6/A13 - Alcácer do Sal,13,0.109589041
Almada (IC20/A2) - Hospital,15,0.035616438
Espinho (IC24) - Feiteira,10,0.101369863
Braga Oeste - EN 201,8,0.076712329
EN 335 - Ançã,9,0.052054795
Vendas Novas - Montemor-o-Novo Poente,10,0.073972603
Miraflores (A5/IC17) - Linda-a-Velha,20,0.073972603
Águas Santas (A4/A3) - Ermesinde,8,0.087671233
A41/A43 - Medas,14,0.038356164
Linda-a-Velha - Estádio Nacional,21,0.071232877
Braga Oeste - EN 201,11,0.076712329
Alcácer do Sal - Grândola Norte,11,0.106849315
Évora Nascente - Estremoz,10,0.035616438
Vila Franca de Xira II - Vila Franca de Xira I,10,0.082191781
Vila Franca de Xira II - Vila Franca de Xira I,12,0.082191781
Fogueteiro - Coina,14,0.076712329
Nogueira - A41/A1,8,0.038356164
Maia - Santo Tirso,23,0.087671233
Pegões - Santo Estevão,16,0.057534247
Ermesinde - Valongo,16,0.101369863
Aguiar de Sousa - A41/A43,16,0.04109589
Monte Real - Monte Redondo,19,0.04109589
Monsanto - Miraflores (A5/IC17),9,0.071232877
Grândola Sul - Aljustrel,18,0.087671233
Argoncilhe - Nogueira,16,0.04109589
Santo Tirso - Famalicão,17,0.087671233
Albergaria (A1/IP5) - Estarreja,20,0.082191781
Sandim - Argoncilhe,20,0.04109589
Famalicão - Cruz,16,0.084931507
A14/A17 - Santa Eulália,18,0.04109589
A2/A12 - Marateca,22,0.084931507
Marinha Ondas - A17/14 Figueira da Foz,18,0.04109589
Alverca (A1/A9) - Vila Franca de Xira II,23,0.068493151
Carcavelos - Estoril,19,0.071232877
Famalicão - Cruz,2,0.046575342
Almodôvar - S.B. Messines,7,0.049315068
Miraflores (A5/IC17) - Linda-a-Velha,8,0.071232877
A9/A16 - Radial da Pontinha,0,0.030136986
Cruz das Oliveiras - Monsanto,8,0.068493151
Carregado - Aveiras de Cima,2,0.038356164
Estarreja - Feira,4,0.049315068
Viaduto Duarte Pacheco - Cruz das Oliveiras,23,0.068493151
Castelões (A4/IP9) - Amarante Poente,2,0.032876712
Monsanto - Miraflores (A5/IC17),18,0.065753425
A2/A6/A13 - Alcácer do Sal,3,0.043835616
Quiaios - Tocha,15,0.052054795
Grândola Norte - Grândola Sul,12,0.101369863
Pinhal Novo - A12/A2,15,0.073972603
Estoril - Alcabideche (A5/A16),15,0.065753425
EN 201 - Ponte de Lima Sul,13,0.076712329
EN 227 - Feira/Mansores,14,0.038356164
Aveiras de Cima - Cartaxo,12,0.082191781
Queimada - Belverde,13,0.035616438
A10/A9 - Arruda dos Vinhos,13,0.079452055
Cartaxo - Santarém,10,0.079452055
Marinha Ondas - A17/14 Figueira da Foz,14,0.052054795
Montijo (A12/A33) - Pinhal Novo,13,0.073972603
Montijo (A12/A33) - Pinhal Novo,8,0.068493151
A8/A17 - Leiria Norte,13,0.049315068
Cruz - Braga Sul,14,0.076712329
Sacavém - São João da Talha,14,0.079452055
Carcavelos - Estoril,12,0.065753425
Baltar - Paredes,15,0.087671233
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),11,0.032876712
Águas Santas (A4/A3) - Ermesinde,12,0.087671233
Tocha - Mira Nó,13,0.046575342
Águas Santas (A4/A3) - Ermesinde,15,0.084931507
Gião/Louredo - Canedo,14,0.035616438
Famalicão - Cruz,9,0.071232877
Montijo (A12/A33) - Pinhal Novo,15,0.065753425
Braga Oeste - EN 201,9,0.071232877
Vila Franca de Xira II - Vila Franca de Xira I,11,0.076712329
A32/A41 - Olival,11,0.035616438
São João da Talha - Sta Iria da Azóia,10,0.076712329
A8/A17 - Leiria Norte,8,0.046575342
Carvalhos - Jaca,11,0.098630137
A17/14 Figueira da Foz - Quiaios,11,0.046575342
A9/A16 - Radial da Pontinha,10,0.057534247
Borba - Elvas Poente,16,0.038356164
A14/A17 - Santa Eulália,22,0.04109589
Coina - Penalva,18,0.030136986
Aveiras de Cima - Cartaxo,20,0.068493151
A9/A16 - Radial da Pontinha,18,0.046575342
A10/A1 - Benavente,17,0.065753425
Aveiras de Cima - Cartaxo,17,0.063013699
Hospital - Casas Velhas (Universidade),19,0.030136986
Fogueteiro - Coina,23,0.076712329
Olival - A32/A1,22,0.038356164
Baltar - Paredes,18,0.054794521
Radial da Pontinha - Radial de Odivelas,22,0.043835616
Grândola Norte - Grândola Sul,20,0.076712329
São João da Talha - Sta Iria da Azóia,21,0.063013699
A9/A10 - Alverca,18,0.043835616
Sacavém - São João da Talha,20,0.063013699
Laranjeiras - Coina com EN10 ,22,0.030136986
Moita - Sarilhos,20,0.030136986
Castelões (A4/IP9) - Amarante Poente,19,0.065753425
Miraflores (A5/IC17) - Linda-a-Velha,22,0.065753425
Gião/Louredo - Canedo,17,0.035616438
Almada (IC20/A2) - Hospital,19,0.030136986
Penafiel - Castelões (A4/IP9),20,0.082191781
Alcácer do Sal - Grândola Norte,21,0.076712329
Feira/Mansores - Gião/Louredo,21,0.032876712
Ponte de Lima Norte - EN 303,21,0.084931507
Cartaxo - Santarém,23,0.063013699
Braga Oeste - EN 201,17,0.084931507
Aveiras de Cima - Cartaxo,23,0.063013699
Miraflores (A5/IC17) - Linda-a-Velha,12,0.065753425
Coimbra Norte (A1/A14) - Mealhada,20,0.079452055
Baltar - Paredes,22,0.057534247
Grândola Sul - Aljustrel,1,0.038356164
Águas Santas (A4/A3) - Ermesinde,2,0.032876712
A2/A12 - Marateca,7,0.046575342
Ponte de Lima Norte - EN 303,0,0.043835616
Mealhada - Aveiro Sul,5,0.043835616
Estarreja - Feira,3,0.046575342
A33/A12 - Alcochete,7,0.021917808
Aveiro Sul - Albergaria (A1/IP5),0,0.04109589
Almada - Fogueteiro,6,0.046575342
Pinhal Novo - A12/A2,7,0.046575342
Mira Nó - Mira PV(limite concessão),13,0.043835616
Castro Verde - Almodôvar,14,0.101369863
Coimbra Norte (A1/A14) - Mealhada,12,0.101369863
Cruz das Oliveiras - Monsanto,21,0.063013699
Linda-a-Velha - Estádio Nacional,7,0.063013699
A2/A6/A13 - Vendas Novas,9,0.071232877
Quiaios - Tocha,12,0.043835616
Gandra - A4/A41,8,0.035616438
A12/A2 - Setúbal,13,0.065753425
Feiteira - Carvalhos,8,0.095890411
Cruz - Braga Sul,11,0.071232877
A4/A41 - Baltar,8,0.082191781
Porto(VCI) - N12,13,0.068493151
Monsanto - Miraflores (A5/IC17),17,0.063013699
Medas - A32/A41,15,0.035616438
Carcavelos - Estoril,23,0.063013699
Vila Franca de Xira II - Vila Franca de Xira I,9,0.073972603
Ermesinde - Valongo,13,0.076712329
A8/A17 - Leiria Norte,15,0.043835616
Estoril - Alcabideche (A5/A16),17,0.060273973
Tocha - Mira Nó,10,0.043835616
A14/A17 - Santa Eulália,11,0.043835616
A14/A17 - Santa Eulália,15,0.04109589
A4/A41 - Baltar,15,0.076712329
Penafiel - Castelões (A4/IP9),12,0.076712329
Baltar - Paredes,12,0.076712329
Espinho (IC24) - Feiteira,14,0.095890411
Montijo - A33/A12,15,0.030136986
ZIC - Aguiar de Sousa,15,0.035616438
Argoncilhe - Nogueira,8,0.035616438
Aljustrel - Castro Verde,8,0.098630137
Rotunda - Lazarim,9,0.030136986
A8/A17 - Leiria Norte,21,0.04109589
Borba - Elvas Poente,20,0.035616438
EN 335 - Ançã,20,0.038356164
Santo Tirso - Famalicão,19,0.082191781
Elvas Poente - EN 246,17,0.032876712
Águas Santas (A3/A4) - Maia,21,0.082191781
Feira - Espinho (IC24),22,0.082191781
Fogueteiro - Coina,19,0.076712329
Fogueteiro - Coina,20,0.071232877
Montijo (A12/A33) - Pinhal Novo,17,0.071232877
Mealhada - Aveiro Sul,23,0.065753425
Coina - Palmela,23,0.068493151
Porto(VCI) - N12,18,0.079452055
Almodôvar - S.B. Messines,21,0.098630137
Campo - A4/A41,22,0.005479452
Almodôvar - S.B. Messines,22,0.106849315
Carcavelos - Estoril,14,0.060273973
Cruzamento de Santo André (semáforos) - Cruzamento do Hospital (semáforos),19,0.02739726
Castro Verde - Almodôvar,7,0.043835616
EN 227 - Feira/Mansores,2,0.016438356
Estádio Nacional - Oeiras,23,0.060273973
Albergaria (A1/IP5) - Estarreja,1,0.043835616
Feira - Espinho (IC24),5,0.038356164
A8/A17 - Leiria Norte,0,0.02739726
Medas - A32/A41,5,0.016438356
Valongo - Campo,1,0.032876712
Alverca (A1/A9) - Vila Franca de Xira II,2,0.035616438
Linda-a-Velha - Estádio Nacional,23,0.057534247
S.B. Messines - Paderne (A22),0,0.043835616
Coina - Palmela,2,0.043835616
Coimbra Sul - Coimbra Norte (A1/A14),6,0.04109589
Maia - Santo Tirso,3,0.043835616
EN 201 - Ponte de Lima Sul,9,0.068493151
A2/A6/A13 - Alcácer do Sal,10,0.101369863
Figueira da Foz - Vila Verde,9,0.04109589
A8/A17 - Leiria Norte,11,0.04109589
Penalva - Moita,9,0.030136986
Feiteira - Carvalhos,13,0.093150685
Coina com EN10 - Penalva,13,0.030136986
Quiaios - Tocha,13,0.04109589
Ermesinde - Valongo,12,0.073972603
Figueira da Foz - Vila Verde,14,0.04109589
Cruz das Oliveiras - Monsanto,12,0.057534247
Arruda dos Vinhos - A10/A1,15,0.073972603
Famalicão - Cruz,14,0.065753425
A12/A2 - Setúbal,8,0.063013699
N12 - Águas Santas (A3/A4),21,0.079452055
Feira - Espinho (IC24),23,0.076712329
Lazarim - Botequim,17,0.02739726
Vendas Novas - Montemor-o-Novo Poente,18,0.068493151
EN 201 - Ponte de Lima Sul,17,0.076712329
Coina - Palmela,22,0.068493151
Jaca - Santo Ovídio,18,0.076712329
Carvalhos - Jaca,19,0.073972603
Estoril - Alcabideche (A5/A16),13,0.057534247
Aveiras de Cima - Cartaxo,22,0.060273973
Almada - Fogueteiro,22,0.060273973
Feiteira - Carvalhos,20,0.071232877
Guilhufe - Penafiel,23,0.019178082
Hospital - Casas Velhas (Universidade),17,0.02739726
Castelões (A4/IP9) - Amarante Poente,0,0.030136986
Feira - Espinho (IC24),4,0.038356164
Mealhada - Aveiro Sul,6,0.038356164
Espinho (IC24) - Feiteira,0,0.035616438
Elvas Poente - EN 246,1,0.008219178
Espinho (IC24) - Feiteira,3,0.035616438
N12 - Águas Santas (A3/A4),0,0.038356164
Monte Redondo - Guia,13,0.04109589
ZIC - Aguiar de Sousa,12,0.035616438
Castelões (A4/IP9) - Amarante Poente,11,0.071232877
EN 303 - Valença,11,0.065753425
Carvalhos - Jaca,8,0.093150685
Grândola Sul - Aljustrel,13,0.098630137
Coimbra Norte (A1/A14) - Mealhada,9,0.098630137
Santa Eulália - Montemor-o-Velho,9,0.04109589
Aljustrel - Castro Verde,13,0.095890411
Vila Franca de Xira I - PLLN,8,0.073972603
A32/A41 - Olival,9,0.035616438
Radial de Odivelas - A8/A9,8,0.057534247
Porto(VCI) - N12,11,0.065753425
Carcavelos - Estoril,9,0.057534247
Radial da Pontinha - Radial de Odivelas,13,0.057534247
Montijo - A33/A12,11,0.02739726
Borba - Elvas Poente,10,0.032876712
Monte Redondo - Guia,10,0.04109589
Coina - Penalva,12,0.02739726
Medas - A32/A41,13,0.035616438
Queimada - Belverde,9,0.02739726
Pinhal Novo - A12/A2,13,0.063013699
Monte Redondo - Guia,15,0.04109589
Moita - Sarilhos,12,0.02739726
A41/A42 - Gandra,8,0.035616438
A4/A41 - ZIC,8,0.032876712
Montemor-o-Velho - EN 335,12,0.038356164
Braga Oeste - EN 201,14,0.063013699
Vendas Novas - Montemor-o-Novo Poente,11,0.068493151
A10/A1 - Benavente,8,0.073972603
Ponte de Lima Norte - EN 303,20,0.076712329
Sta Iria da Azóia - Alverca (A1/A9),23,0.060273973
A2/A6/A13 - Alcácer do Sal,21,0.071232877
Porto(VCI) - N12,19,0.071232877
Monsanto - Miraflores (A5/IC17),15,0.054794521
Carvalhos - Jaca,22,0.063013699
Cruz - Braga Sul,16,0.071232877
Canedo - A32/A41,18,0.032876712
Radial da Pontinha - Radial de Odivelas,21,0.04109589
Grândola Norte - Grândola Sul,17,0.068493151
A2/A6/A13 - Pegões,18,0.052054795
Estádio Nacional - Oeiras,21,0.054794521
Ermesinde - Valongo,20,0.090410959
Oeiras - Carcavelos,0,0.054794521
